lib32asan6	11.4.0-1ubuntu1~22.04.3
lib32atomic1	12.3.0-1ubuntu1~22.04.3
lib32gcc-11-dev	11.4.0-1ubuntu1~22.04.3
lib32gcc-s1	12.3.0-1ubuntu1~22.04.3
lib32gomp1	12.3.0-1ubuntu1~22.04.3
lib32itm1	12.3.0-1ubuntu1~22.04.3
lib32quadmath0	12.3.0-1ubuntu1~22.04.3
lib32stdc++-11-dev	11.4.0-1ubuntu1~22.04.3
lib32stdc++6	12.3.0-1ubuntu1~22.04.3
lib32ubsan1	12.3.0-1ubuntu1~22.04.3
liba52-0.7.4:amd64	0.7.4-20
libaa1:amd64	1.4p5-50build1
libaa1:i386	1.4p5-50build1
libaacs0:amd64	0.11.1-1
libabsl20210324:amd64	0~20210324.2-2ubuntu0.3
libabw-0.1-1:amd64	0.1.3-1build3
libaccountsservice0:amd64	22.07.5-2ubuntu1.6
libacl1:amd64	2.3.1-1
libadwaita-1-0:amd64	1.1.7-0ubuntu0.22.04.1
libaec0:amd64	1.0.6-1
libaec-dev:amd64	1.0.6-1
libann0	1.1.2+doc-7build1
libao4:amd64	1.2.2+20180113-1.1ubuntu3
libao-common	1.2.2+20180113-1.1ubuntu3
libaom3:amd64	3.3.0-1ubuntu0.1
libaom-dev:amd64	3.3.0-1ubuntu0.1
libapparmor1:amd64	3.0.4-2ubuntu2.5
libapparmor1:i386	3.0.4-2ubuntu2.5
libappstream4:amd64	0.15.2-2
libapr1:amd64	1.7.0-8ubuntu0.22.04.2
libaprutil1:amd64	1.6.1-5ubuntu4.22.04.2
libapt-pkg6.0:amd64	2.4.14
libarchive13:amd64	3.6.0-1ubuntu1.8
libargon2-1:amd64	0~20171227-0.3
libarmadillo10	1:10.8.2+dfsg-1
libarmadillo-dev	1:10.8.2+dfsg-1
libarpack2:amd64	3.8.0-1
libarpack2-dev:amd64	3.8.0-1
libasan6:amd64	11.4.0-1ubuntu1~22.04.3
libasan6-arm64-cross	11.4.0-1ubuntu1~22.04.3cross1
libasound2:amd64	1.2.6.1-1ubuntu1.2
libasound2-data	1.2.6.1-1ubuntu1.2
libasound2-dev:amd64	1.2.6.1-1ubuntu1.2
libasound2:i386	1.2.6.1-1ubuntu1.2
libasound2-plugins:amd64	1.2.6-1
libasound2-plugins:i386	1.2.6-1
libaspell15:amd64	0.60.8-4build1
libass9:amd64	1:0.15.2-1
libassimp5:amd64	5.2.2~ds0-1
libassimp-dev:amd64	5.2.2~ds0-1
libassuan0:amd64	2.5.5-1build1
libasyncns0:amd64	0.8-6build2
libasyncns0:i386	0.8-6build2
libatasmart4:amd64	0.19-5build2
libatk1.0-0:amd64	2.36.0-3build1
libatk1.0-data	2.36.0-3build1
libatk-adaptor:amd64	2.38.0-3
libatk-bridge2.0-0:amd64	2.38.0-3
libatkmm-1.6-1v5:amd64	2.28.2-1build1
libatk-wrapper-java	0.38.0-5build1
libatk-wrapper-java-jni:amd64	0.38.0-5build1
libatm1:amd64	1:2.5.1-4build2
libatomic1:amd64	12.3.0-1ubuntu1~22.04.3
libatomic1-arm64-cross	12.3.0-1ubuntu1~22.04.3cross1
libatomic1:i386	12.3.0-1ubuntu1~22.04.3
libatopology2:amd64	1.2.6.1-1ubuntu1.2
libatspi2.0-0:amd64	2.44.0-3
libattr1:amd64	1:2.5.1-1build1
libaudit1:amd64	1:3.0.7-1build1
libaudit-common	1:3.0.7-1build1
libauthen-sasl-perl	2.1600-1.1
libavahi-client3:amd64	0.8-5ubuntu5.5
libavahi-client3:i386	0.8-5ubuntu5.5
libavahi-common3:amd64	0.8-5ubuntu5.5
libavahi-common3:i386	0.8-5ubuntu5.5
libavahi-common-data:amd64	0.8-5ubuntu5.5
libavahi-common-data:i386	0.8-5ubuntu5.5
libavahi-core7:amd64	0.8-5ubuntu5.5
libavahi-glib1:amd64	0.8-5ubuntu5.5
libavahi-ui-gtk3-0:amd64	0.8-5ubuntu5.5
libavc1394-0:amd64	0.5.4-5build2
libavc1394-0:i386	0.5.4-5build2
libavcodec58:amd64	7:4.4.2-0ubuntu0.22.04.1
libavcodec-dev:amd64	7:4.4.2-0ubuntu0.22.04.1
libavdevice58:amd64	7:4.4.2-0ubuntu0.22.04.1
libavdevice-dev:amd64	7:4.4.2-0ubuntu0.22.04.1
libavfilter7:amd64	7:4.4.2-0ubuntu0.22.04.1
libavfilter-dev:amd64	7:4.4.2-0ubuntu0.22.04.1
libavformat58:amd64	7:4.4.2-0ubuntu0.22.04.1
libavformat-dev:amd64	7:4.4.2-0ubuntu0.22.04.1
libavutil56:amd64	7:4.4.2-0ubuntu0.22.04.1
libavutil-dev:amd64	7:4.4.2-0ubuntu0.22.04.1
libayatana-appindicator3-1	0.5.90-7ubuntu2
libayatana-ido3-0.4-0:amd64	0.9.1-1
libayatana-indicator3-7:amd64	0.9.1-1
libbabeltrace1:amd64	1.5.8-2build1
libbdplus0:amd64	0.2.0-1
libbinutils:amd64	2.38-4ubuntu2.12
libblas3:amd64	3.10.0-2ubuntu1
libblas-dev:amd64	3.10.0-2ubuntu1
libblkid1:amd64	2.37.2-4ubuntu3.5
libblkid1:i386	2.37.2-4ubuntu3.5
libblkid-dev:amd64	2.37.2-4ubuntu3.5
libblockdev2:amd64	2.26-1ubuntu0.1
libblockdev-crypto2:amd64	2.26-1ubuntu0.1
libblockdev-fs2:amd64	2.26-1ubuntu0.1
libblockdev-loop2:amd64	2.26-1ubuntu0.1
libblockdev-part2:amd64	2.26-1ubuntu0.1
libblockdev-part-err2:amd64	2.26-1ubuntu0.1
libblockdev-swap2:amd64	2.26-1ubuntu0.1
libblockdev-utils2:amd64	2.26-1ubuntu0.1
libblosc1:amd64	1.21.1+ds2-2
libblosc-dev	1.21.1+ds2-2
libbluetooth3:amd64	5.64-0ubuntu1.4
libbluray2:amd64	1:1.3.1-1
libboost1.74-dev:amd64	1.74.0-14ubuntu3
libboost1.74-tools-dev	1.74.0-14ubuntu3
libboost-all-dev	1.74.0.3ubuntu7
libboost-atomic1.74.0:amd64	1.74.0-14ubuntu3
libboost-atomic1.74-dev:amd64	1.74.0-14ubuntu3
libboost-atomic-dev:amd64	1.74.0.3ubuntu7
libboost-chrono1.74.0:amd64	1.74.0-14ubuntu3
libboost-chrono1.74-dev:amd64	1.74.0-14ubuntu3
libboost-chrono-dev:amd64	1.74.0.3ubuntu7
libboost-container1.74.0:amd64	1.74.0-14ubuntu3
libboost-container1.74-dev:amd64	1.74.0-14ubuntu3
libboost-container-dev:amd64	1.74.0.3ubuntu7
libboost-context1.74.0:amd64	1.74.0-14ubuntu3
libboost-context1.74-dev:amd64	1.74.0-14ubuntu3
libboost-context-dev:amd64	1.74.0.3ubuntu7
libboost-coroutine1.74.0:amd64	1.74.0-14ubuntu3
libboost-coroutine1.74-dev:amd64	1.74.0-14ubuntu3
libboost-coroutine-dev:amd64	1.74.0.3ubuntu7
libboost-date-time1.74.0:amd64	1.74.0-14ubuntu3
libboost-date-time1.74-dev:amd64	1.74.0-14ubuntu3
libboost-date-time-dev:amd64	1.74.0.3ubuntu7
libboost-dev:amd64	1.74.0.3ubuntu7
libboost-exception1.74-dev:amd64	1.74.0-14ubuntu3
libboost-exception-dev:amd64	1.74.0.3ubuntu7
libboost-fiber1.74.0:amd64	1.74.0-14ubuntu3
libboost-fiber1.74-dev:amd64	1.74.0-14ubuntu3
libboost-fiber-dev:amd64	1.74.0.3ubuntu7
libboost-filesystem1.74.0:amd64	1.74.0-14ubuntu3
libboost-filesystem1.74-dev:amd64	1.74.0-14ubuntu3
libboost-filesystem-dev:amd64	1.74.0.3ubuntu7
libboost-graph1.74.0:amd64	1.74.0-14ubuntu3
libboost-graph1.74-dev:amd64	1.74.0-14ubuntu3
libboost-graph-dev:amd64	1.74.0.3ubuntu7
libboost-graph-parallel1.74.0	1.74.0-14ubuntu3
libboost-graph-parallel1.74-dev	1.74.0-14ubuntu3
libboost-graph-parallel-dev	1.74.0.3ubuntu7
libboost-iostreams1.74.0:amd64	1.74.0-14ubuntu3
libboost-iostreams1.74-dev:amd64	1.74.0-14ubuntu3
libboost-iostreams-dev:amd64	1.74.0.3ubuntu7
libboost-locale1.74.0:amd64	1.74.0-14ubuntu3
libboost-locale1.74-dev:amd64	1.74.0-14ubuntu3
libboost-locale-dev:amd64	1.74.0.3ubuntu7
libboost-log1.74.0	1.74.0-14ubuntu3
libboost-log1.74-dev	1.74.0-14ubuntu3
libboost-log-dev	1.74.0.3ubuntu7
libboost-math1.74.0:amd64	1.74.0-14ubuntu3
libboost-math1.74-dev:amd64	1.74.0-14ubuntu3
libboost-math-dev:amd64	1.74.0.3ubuntu7
libboost-mpi1.74.0	1.74.0-14ubuntu3
libboost-mpi1.74-dev	1.74.0-14ubuntu3
libboost-mpi-dev	1.74.0.3ubuntu7
libboost-mpi-python1.74.0	1.74.0-14ubuntu3
libboost-mpi-python1.74-dev	1.74.0-14ubuntu3
libboost-mpi-python-dev	1.74.0.3ubuntu7
libboost-nowide1.74.0	1.74.0-14ubuntu3
libboost-nowide1.74-dev	1.74.0-14ubuntu3
libboost-nowide-dev	1.74.0.3ubuntu7
libboost-numpy1.74.0	1.74.0-14ubuntu3
libboost-numpy1.74-dev	1.74.0-14ubuntu3
libboost-numpy-dev	1.74.0.3ubuntu7
libboost-program-options1.74.0:amd64	1.74.0-14ubuntu3
libboost-program-options1.74-dev:amd64	1.74.0-14ubuntu3
libboost-program-options-dev:amd64	1.74.0.3ubuntu7
libboost-python1.74.0	1.74.0-14ubuntu3
libboost-python1.74-dev	1.74.0-14ubuntu3
libboost-python-dev	1.74.0.3ubuntu7
libboost-random1.74.0:amd64	1.74.0-14ubuntu3
libboost-random1.74-dev:amd64	1.74.0-14ubuntu3
libboost-random-dev:amd64	1.74.0.3ubuntu7
libboost-regex1.74.0:amd64	1.74.0-14ubuntu3
libboost-regex1.74-dev:amd64	1.74.0-14ubuntu3
libboost-regex-dev:amd64	1.74.0.3ubuntu7
libboost-serialization1.74.0:amd64	1.74.0-14ubuntu3
libboost-serialization1.74-dev:amd64	1.74.0-14ubuntu3
libboost-serialization-dev:amd64	1.74.0.3ubuntu7
libboost-stacktrace1.74.0:amd64	1.74.0-14ubuntu3
libboost-stacktrace1.74-dev:amd64	1.74.0-14ubuntu3
libboost-stacktrace-dev:amd64	1.74.0.3ubuntu7
libboost-system1.74.0:amd64	1.74.0-14ubuntu3
libboost-system1.74-dev:amd64	1.74.0-14ubuntu3
libboost-system-dev:amd64	1.74.0.3ubuntu7
libboost-test1.74.0:amd64	1.74.0-14ubuntu3
libboost-test1.74-dev:amd64	1.74.0-14ubuntu3
libboost-test-dev:amd64	1.74.0.3ubuntu7
libboost-thread1.74.0:amd64	1.74.0-14ubuntu3
libboost-thread1.74-dev:amd64	1.74.0-14ubuntu3
libboost-thread-dev:amd64	1.74.0.3ubuntu7
libboost-timer1.74.0:amd64	1.74.0-14ubuntu3
libboost-timer1.74-dev:amd64	1.74.0-14ubuntu3
libboost-timer-dev:amd64	1.74.0.3ubuntu7
libboost-tools-dev	1.74.0.3ubuntu7
libboost-type-erasure1.74.0:amd64	1.74.0-14ubuntu3
libboost-type-erasure1.74-dev:amd64	1.74.0-14ubuntu3
libboost-type-erasure-dev:amd64	1.74.0.3ubuntu7
libboost-wave1.74.0:amd64	1.74.0-14ubuntu3
libboost-wave1.74-dev:amd64	1.74.0-14ubuntu3
libboost-wave-dev:amd64	1.74.0.3ubuntu7
libbpf0:amd64	1:0.5.0-1ubuntu22.04.1
libbrlapi0.8:amd64	6.4-4ubuntu3
libbrotli1:amd64	1.0.9-2build6
libbrotli1:i386	1.0.9-2build6
libbrotli-dev:amd64	1.0.9-2build6
libbs2b0:amd64	3.1.0+dfsg-2.2build1
libbsd0:amd64	0.11.5-1
libbsd0:i386	0.11.5-1
libbsd-dev:amd64	0.11.5-1
libbullet3.06:amd64	3.06+dfsg-4build2
libbullet-dev:amd64	3.06+dfsg-4build2
libbz2-1.0:amd64	1.0.8-5build1
libbz2-1.0:i386	1.0.8-5build1
libc6:amd64	2.35-0ubuntu3.14
libc6-arm64-cross	2.35-0ubuntu1cross3
libc6-dbg:amd64	2.35-0ubuntu3.14
libc6-dev:amd64	2.35-0ubuntu3.14
libc6-dev-arm64-cross	2.35-0ubuntu1cross3
libc6-dev-i386	2.35-0ubuntu3.14
libc6-dev-x32	2.35-0ubuntu3.14
libc6-i386	2.35-0ubuntu3.14
libc6:i386	2.35-0ubuntu3.14
libc6-x32	2.35-0ubuntu3.14
libcaca0:amd64	0.99.beta19-2.2ubuntu4.2
libcaca0:i386	0.99.beta19-2.2ubuntu4.2
libcaf-openmpi-3:amd64	2.9.2-3
libcairo2:amd64	1.16.0-5ubuntu2.1
libcairo2:i386	1.16.0-5ubuntu2.1
libcairo-gobject2:amd64	1.16.0-5ubuntu2.1
libcairo-gobject2:i386	1.16.0-5ubuntu2.1
libcairo-gobject-perl:amd64	1.005-3build1
libcairomm-1.0-1v5:amd64	1.12.2-4build3
libcairo-perl:amd64	1.109-2build1
libcairo-script-interpreter2:amd64	1.16.0-5ubuntu2.1
libcamel-1.2-63:amd64	3.44.4-0ubuntu1.2
libcanberra0:amd64	0.30-10ubuntu1.22.04.1
libcanberra-gtk3-0:amd64	0.30-10ubuntu1.22.04.1
libcanberra-gtk3-module:amd64	0.30-10ubuntu1.22.04.1
libcanberra-pulse:amd64	0.30-10ubuntu1.22.04.1
libcap2:amd64	1:2.44-1ubuntu0.22.04.3
libcap2-bin	1:2.44-1ubuntu0.22.04.3
libcap2:i386	1:2.44-1ubuntu0.22.04.3
libcap-dev:amd64	1:2.44-1ubuntu0.22.04.3
libcapi20-3:amd64	1:3.27-3
libcapi20-3:i386	1:3.27-3
libcap-ng0:amd64	0.7.9-2.2build3
libc-bin	2.35-0ubuntu3.14
libcbor0.8:amd64	0.8.0-2ubuntu1
libcc1-0:amd64	12.3.0-1ubuntu1~22.04.3
libccd2:amd64	2.1-2
libccd-dev:amd64	2.1-2
libc-dev-bin	2.35-0ubuntu3.14
libc-devtools	2.35-0ubuntu3.14
libcdio19:amd64	2.1.0-3ubuntu0.2
libcdio-cdda2:amd64	10.2+2.0.0-1build3
libcdio-paranoia2:amd64	10.2+2.0.0-1build3
libcdparanoia0:amd64	3.10.2+debian-14build2
libcdparanoia0:i386	3.10.2+debian-14build2
libcdr-0.1-1:amd64	0.1.6-2build2
libcdt5:amd64	2.42.2-6ubuntu0.1
libcfitsio9:amd64	4.0.0-1
libcfitsio-dev:amd64	4.0.0-1
libcfitsio-doc	4.0.0-1
libcgraph6:amd64	2.42.2-6ubuntu0.1
libcharls2:amd64	2.3.4-1
libcharls-dev:amd64	2.3.4-1
libcheese8:amd64	41.1-1build1
libcheese-gtk25:amd64	41.1-1build1
libchromaprint1:amd64	1.5.1-2
libclang1-14	1:14.0.0-1ubuntu1.1
libclang-common-14-dev	1:14.0.0-1ubuntu1.1
libclang-cpp14	1:14.0.0-1ubuntu1.1
libclone-perl	0.45-1build3
libclucene-contribs1v5:amd64	2.3.3.4+dfsg-1ubuntu5
libclucene-core1v5:amd64	2.3.3.4+dfsg-1ubuntu5
libclutter-1.0-0:amd64	1.26.4+dfsg-4build1
libclutter-1.0-common	1.26.4+dfsg-4build1
libclutter-gst-3.0-0:amd64	3.0.27-2ubuntu1
libclutter-gtk-1.0-0:amd64	1.8.4-4build2
libcoarrays-dev:amd64	2.9.2-3
libcoarrays-openmpi-dev:amd64	2.9.2-3
libcodec2-1.0:amd64	1.0.1-3
libcogl20:amd64	1.22.8-3build1
libcogl-common	1.22.8-3build1
libcogl-pango20:amd64	1.22.8-3build1
libcogl-path20:amd64	1.22.8-3build1
libcolamd2:amd64	1:5.10.1+dfsg-4build1
libcolord2:amd64	1.4.6-1
libcolord-gtk1:amd64	0.3.0-1
libcolorhug2:amd64	1.4.6-1
libcom-err2:amd64	1.46.5-2ubuntu1.2
libcom-err2:i386	1.46.5-2ubuntu1.2
libconsole-bridge1.0:amd64	1.0.1+dfsg2-3
libconsole-bridge-dev:amd64	1.0.1+dfsg2-3
libcrack2:amd64	2.9.6-3.4build4
libcrypt1:amd64	1:4.4.27-1
libcrypt1:i386	1:4.4.27-1
libcrypt-dev:amd64	1:4.4.27-1
libcryptsetup12:amd64	2:2.4.3-1ubuntu1.3
libctf0:amd64	2.38-4ubuntu2.12
libctf-nobfd0:amd64	2.38-4ubuntu2.12
libcublas-12-6	12.6.1.4-1
libcublas-cross-aarch64-12-6	12.6.1.4-1
libcublas-dev-12-6	12.6.1.4-1
libcudla-cross-aarch64-12-6	12.6.68-1
libcue2:amd64	2.2.1-3ubuntu0.1
libcufft-12-6	11.2.6.59-1
libcufft-cross-aarch64-12-6	11.2.6.59-1
libcufft-dev-12-6	11.2.6.59-1
libcufile-12-6	1.11.1.6-1
libcufile-dev-12-6	1.11.1.6-1
libcups2:amd64	2.4.1op1-1ubuntu4.21
libcups2:i386	2.4.1op1-1ubuntu4.21
libcupsfilters1:amd64	1.28.15-0ubuntu1.5
libcupsimage2:amd64	2.4.1op1-1ubuntu4.21
libcurand-12-6	10.3.7.68-1
libcurand-cross-aarch64-12-6	10.3.7.68-1
libcurand-dev-12-6	10.3.7.68-1
libcurl3-gnutls:amd64	7.81.0-1ubuntu1.26
libcurl4:amd64	7.81.0-1ubuntu1.26
libcurl4:i386	7.81.0-1ubuntu1.26
libcurl4-openssl-dev:amd64	7.81.0-1ubuntu1.26
libcusolver-12-6	11.6.4.69-1
libcusolver-cross-aarch64-12-6	11.6.4.69-1
libcusolver-dev-12-6	11.6.4.69-1
libcusparse-12-6	12.5.3.3-1
libcusparse-cross-aarch64-12-6	12.5.3.3-1
libcusparse-dev-12-6	12.5.3.3-1
libdaemon0:amd64	0.14-7.1ubuntu3
libdart6.12:amd64	6.12.1+dfsg4-11build2
libdart-collision-bullet6.12:amd64	6.12.1+dfsg4-11build2
libdart-collision-bullet-dev:amd64	6.12.1+dfsg4-11build2
libdart-collision-ode6.12:amd64	6.12.1+dfsg4-11build2
libdart-collision-ode-dev:amd64	6.12.1+dfsg4-11build2
libdart-core+collisions+odelcpsolver6.13:amd64	6.13.2+ds1-1~osrf2~jammy
libdart-dev:amd64	6.12.1+dfsg4-11build2
libdart-external-convhull-3d-dev:amd64	6.12.1+dfsg4-11build2
libdart-external-ikfast-dev:amd64	6.12.1+dfsg4-11build2
libdart-external-odelcpsolver6.12:amd64	6.12.1+dfsg4-11build2
libdart-external-odelcpsolver-dev:amd64	6.12.1+dfsg4-11build2
libdart-utils6.12:amd64	6.12.1+dfsg4-11build2
libdart-utils-dev:amd64	6.12.1+dfsg4-11build2
libdart-utils-urdf6.12:amd64	6.12.1+dfsg4-11build2
libdart-utils-urdf-dev:amd64	6.12.1+dfsg4-11build2
libdata-dump-perl	1.25-1
libdatrie1:amd64	0.2.13-2
libdatrie1:i386	0.2.13-2
libdav1d5:amd64	0.9.2-1
libdav1d-dev:amd64	0.9.2-1
libdazzle-1.0-0:amd64	3.44.0-1
libdazzle-common	3.44.0-1
libdb5.3:amd64	5.3.28+dfsg1-0.8ubuntu3
libdb5.3:i386	5.3.28+dfsg1-0.8ubuntu3
libdbus-1-3:amd64	1.12.20-2ubuntu4.1
libdbus-1-3:i386	1.12.20-2ubuntu4.1
libdbus-1-dev:amd64	1.12.20-2ubuntu4.1
libdbus-glib-1-2:amd64	0.112-2build1
libdbusmenu-glib4:amd64	16.04.1+18.10.20180917-0ubuntu8
libdbusmenu-gtk3-4:amd64	16.04.1+18.10.20180917-0ubuntu8
libdc1394-25:amd64	2.2.6-4
libdc1394-dev:amd64	2.2.6-4
libdca0:amd64	0.0.7-2
libdconf1:amd64	0.40.0-3ubuntu0.1
libde265-0:amd64	1.0.8-1ubuntu0.3
libde265-dev:amd64	1.0.8-1ubuntu0.3
libdebconfclient0:amd64	0.261ubuntu1
libdebuginfod1:amd64	0.186-1ubuntu0.1
libdebuginfod-common	0.186-1ubuntu0.1
libdecor-0-0:amd64	0.1.0-3build1
libdecor-0-0:i386	0.1.0-3build1
libdecor-0-dev:amd64	0.1.0-3build1
libdecor-0-plugin-1-cairo:amd64	0.1.0-3build1
libdecor-0-plugin-1-cairo:i386	0.1.0-3build1
libdee-1.0-4:amd64	1.2.7+17.10.20170616-6ubuntu4
libdeflate0:amd64	1.10-2
libdeflate0:i386	1.10-2
libdeflate-dev:amd64	1.10-2
libdevmapper1.02.1:amd64	2:1.02.175-2.1ubuntu5
libdjvulibre21:amd64	3.5.28-2ubuntu0.22.04.2
libdjvulibre-text	3.5.28-2ubuntu0.22.04.2
libdmapsharing-3.0-2:amd64	2.9.41-3build2
libdns-export1110	1:9.11.19+dfsg-2.1ubuntu3
libdotconf0:amd64	1.3-0.3fakesync1build2
libdouble-conversion3:amd64	3.1.7-4
libdouble-conversion-dev:amd64	3.1.7-4
libdpkg-perl	1.21.1ubuntu2.6
libdraco4:amd64	1.5.2+dfsg-2
libdraco-dev:amd64	1.5.2+dfsg-2
libdrm2:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm2:i386	2.4.113-2~ubuntu0.22.04.1
libdrm-amdgpu1:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm-amdgpu1:i386	2.4.113-2~ubuntu0.22.04.1
libdrm-common	2.4.113-2~ubuntu0.22.04.1
libdrm-dev:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm-intel1:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm-intel1:i386	2.4.113-2~ubuntu0.22.04.1
libdrm-nouveau2:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm-nouveau2:i386	2.4.113-2~ubuntu0.22.04.1
libdrm-radeon1:amd64	2.4.113-2~ubuntu0.22.04.1
libdrm-radeon1:i386	2.4.113-2~ubuntu0.22.04.1
libdv4:amd64	1.0.0-14build1
libdv4:i386	1.0.0-14build1
libdvdnav4:amd64	6.1.1-1
libdvdread8:amd64	6.1.2-1
libdw1:amd64	0.186-1ubuntu0.1
libdw1:i386	0.186-1ubuntu0.1
libdw-dev:amd64	0.186-1ubuntu0.1
libebackend-1.2-10:amd64	3.44.4-0ubuntu1.2
libe-book-0.1-1:amd64	0.1.3-2build2
libebook-1.2-20:amd64	3.44.4-0ubuntu1.2
libebook-contacts-1.2-3:amd64	3.44.4-0ubuntu1.2
libecal-2.0-1:amd64	3.44.4-0ubuntu1.2
libedata-book-1.2-26:amd64	3.44.4-0ubuntu1.2
libedata-cal-2.0-1:amd64	3.44.4-0ubuntu1.2
libedataserver-1.2-26:amd64	3.44.4-0ubuntu1.2
libedataserverui-1.2-3:amd64	3.44.4-0ubuntu1.2
libedit2:amd64	3.1-20210910-1build1
libedit2:i386	3.1-20210910-1build1
libefiboot1:amd64	37-6ubuntu2
libefivar1:amd64	37-6ubuntu2
libegl1:amd64	1.4.0-1
libegl1-mesa-dev:amd64	23.2.1-1ubuntu3.1~22.04.4
libegl-dev:amd64	1.4.0-1
libegl-mesa0:amd64	23.2.1-1ubuntu3.1~22.04.4
libeigen3-dev	3.4.0-2ubuntu2
libelf1:amd64	0.186-1ubuntu0.1
libelf1:i386	0.186-1ubuntu0.1
libelf-dev:amd64	0.186-1ubuntu0.1
libenchant-2-2:amd64	2.3.2-1ubuntu2
libencode-locale-perl	1.05-1.1
libeot0:amd64	0.01-5build2
libepoxy0:amd64	1.5.10-1
libepubgen-0.1-1:amd64	0.1.1-1ubuntu5
liberror-perl	0.17029-1
libespeak-ng1:amd64	1.50+dfsg-10ubuntu0.1
libestr0:amd64	0.1.10-2.1build3
libetonyek-0.1-1:amd64	0.1.10-3build1
libev4:amd64	1:4.33-1
libevdev2:amd64	1.12.1+dfsg-1
libev-dev:amd64	1:4.33-1
libevdocument3-4:amd64	42.3-0ubuntu3.2
libevent-2.1-7:amd64	2.1.12-stable-1build3
libevent-core-2.1-7:amd64	2.1.12-stable-1build3
libevent-dev	2.1.12-stable-1build3
libevent-extra-2.1-7:amd64	2.1.12-stable-1build3
libevent-openssl-2.1-7:amd64	2.1.12-stable-1build3
libevent-pthreads-2.1-7:amd64	2.1.12-stable-1build3
libevview3-3:amd64	42.3-0ubuntu3.2
libexempi8:amd64	2.5.2-1ubuntu0.22.04.1
libexif12:amd64	0.6.24-1ubuntu0.22.04.1
libexif12:i386	0.6.24-1ubuntu0.22.04.1
libexif-dev:amd64	0.6.24-1ubuntu0.22.04.1
libexiv2-27:amd64	0.27.5-3ubuntu1.3
libexpat1:amd64	2.4.7-1ubuntu0.7
libexpat1-dev:amd64	2.4.7-1ubuntu0.7
libexpat1:i386	2.4.7-1ubuntu0.7
libext2fs2:amd64	1.46.5-2ubuntu1.2
libexttextcat-2.0-0:amd64	3.4.5-1build2
libexttextcat-data	3.4.5-1build2
libextutils-depends-perl	0.8001-1
libfaad2:amd64	2.10.0-2
libfabric1:amd64	1.11.0-3
libfastjson4:amd64	0.99.9-1build2
libfaudio0:amd64	22.02-1
libfaudio0:i386	22.02-1
libfcl0.7:amd64	0.7.0-3
libfcl-dev:amd64	0.7.0-3
libfdisk1:amd64	2.37.2-4ubuntu3.5
libfdt1:amd64	1.6.1-1
libffi8:amd64	3.4.2-4
libffi8:i386	3.4.2-4
libffi-dev:amd64	3.4.2-4
libfftw3-single3:amd64	3.3.8-2ubuntu8
libfido2-1:amd64	1.10.0-1
libfile-basedir-perl	0.09-1
libfile-desktopentry-perl	0.22-2
libfile-fcntllock-perl	0.22-3build7
libfile-listing-perl	6.14-1
libfile-mimeinfo-perl	0.31-1
libflac8:amd64	1.3.3-2ubuntu0.2
libflac8:i386	1.3.3-2ubuntu0.2
libflann1.9:amd64	1.9.1+dfsg-11
libflann-dev:amd64	1.9.1+dfsg-11
libflashrom1:amd64	1.2-5build1
libflite1:amd64	2.2-3
libfluidsynth3:amd64	2.2.5-1
libfmt8:amd64	8.1.1+ds1-2
libfmt-dev:amd64	8.1.1+ds1-2
libfont-afm-perl	1.20-3
libfontconfig1:amd64	2.13.1-4.2ubuntu5
libfontconfig1-dev:amd64	2.13.1-4.2ubuntu5
libfontconfig1:i386	2.13.1-4.2ubuntu5
libfontconfig-dev:amd64	2.13.1-4.2ubuntu5
libfontembed1:amd64	1.28.15-0ubuntu1.5
libfontenc1:amd64	1:1.1.4-1build3
libfprint-2-2:amd64	1:1.94.3+tod1-0ubuntu2~22.04.08
libfreeaptx0:amd64	0.1.1-1
libfreehand-0.1-1	0.1.2-3build2
libfreeimage3:amd64	3.18.0+ds2-6ubuntu5.1
libfreeimage-dev	3.18.0+ds2-6ubuntu5.1
libfreerdp2-2:amd64	2.6.1+dfsg1-3ubuntu2.11
libfreerdp-client2-2:amd64	2.6.1+dfsg1-3ubuntu2.11
libfreerdp-server2-2:amd64	2.6.1+dfsg1-3ubuntu2.11
libfreetype6:amd64	2.11.1+dfsg-1ubuntu0.3
libfreetype6-dev:amd64	2.11.1+dfsg-1ubuntu0.3
libfreetype6:i386	2.11.1+dfsg-1ubuntu0.3
libfreetype-dev:amd64	2.11.1+dfsg-1ubuntu0.3
libfreexl1:amd64	1.0.6-1
libfreexl-dev:amd64	1.0.6-1
libfribidi0:amd64	1.0.8-2ubuntu3.1
libfribidi0:i386	1.0.8-2ubuntu3.1
libftdi1-2:amd64	1.5-5build3
libfuse2:amd64	2.9.9-5ubuntu3
libfuse3-3:amd64	3.10.5-1build1
libfwupd2:amd64	1.7.9-1~22.04.3
libfwupdplugin5:amd64	1.7.9-1~22.04.3
libfyba0:amd64	4.1.1-7
libfyba-dev:amd64	4.1.1-7
libgail18:amd64	2.24.33-2ubuntu2.1
libgail-common:amd64	2.24.33-2ubuntu2.1
libgamemode0:amd64	1.6.1-1build2
libgamemodeauto0:amd64	1.6.1-1build2
