timestamp_us,angle_deg,altitude_m,score,top_val,mid_val,bot_val
92611,0,2.0,1.2727272727272663,85.0,85.0,85.0
217191,0,2.0,1.2727272727272663,85.0,85.0,85.0
317196,0,2.0,1.2727272727272663,85.0,85.0,85.0
402633,0,2.0,1.2727272727272663,85.0,85.0,85.0
482763,0,2.0,1.2727272727272663,85.0,85.0,85.0
564092,0,2.0,1.2727272727272663,85.0,85.0,85.0
654593,0,2.0,1.2727272727272663,85.0,85.0,85.0
741808,0,2.0,1.2727272727272663,85.0,85.0,85.0
829652,0,2.0,1.2727272727272663,85.0,85.0,85.0
913495,0,2.0,1.2727272727272663,85.0,85.0,85.0
995353,0,2.0,1.2727272727272663,85.0,85.0,85.0
1078879,0,2.0,1.2727272727272663,85.0,85.0,85.0
1161320,0,2.0,1.2727272727272663,85.0,85.0,85.0
1250460,0,2.0,1.2727272727272663,85.0,85.0,85.0
1332663,0,2.0,1.2727272727272663,85.0,85.0,85.0
1417235,0,2.0,1.2727272727272663,85.0,85.0,85.0
1498634,0,2.0,1.2727272727272663,85.0,85.0,85.0
1574535,0,2.0,1.2727272727272663,85.0,85.0,85.0
1656761,0,2.0,1.2727272727272663,85.0,85.0,85.0
1742848,0,2.0,1.2727272727272663,85.0,85.0,85.0
1825416,0,2.0,1.2727272727272663,85.0,85.0,85.0
1918621,0,2.0,1.2727272727272663,85.0,85.0,85.0
2007211,0,2.0,1.2727272727272663,85.0,85.0,85.0
2096448,0,2.0,1.2727272727272663,85.0,85.0,85.0
2189134,0,2.0,1.2727272727272663,85.0,85.0,85.0
2299370,0,2.0,1.2727272727272663,85.0,85.0,85.0
2398787,0,2.0,1.2727272727272663,85.0,85.0,85.0
2481824,0,2.0,1.2727272727272663,85.0,85.0,85.0
2573626,0,2.0,1.2727272727272663,85.0,85.0,85.0
2667199,0,2.0,1.2727272727272663,85.0,85.0,85.0
2755708,0,2.0,1.2727272727272663,85.0,85.0,85.0
2847294,0,2.0,1.2727272727272663,85.0,85.0,85.0
2940870,0,2.0,1.2727272727272663,85.0,85.0,85.0
3036338,0,2.0,1.2727272727272663,85.0,85.0,85.0
