timestamp_us,angle_deg,altitude_m,score,top_val,mid_val,bot_val
3141121,0,2.0,1.2727272727272663,85.0,85.0,85.0
3235754,0,2.0,1.2727272727272663,85.0,85.0,85.0
3337841,0,2.0,1.2727272727272663,85.0,85.0,85.0
3434625,0,2.0,1.2727272727272663,85.0,85.0,85.0
3525056,0,2.0,1.2727272727272663,85.0,85.0,85.0
3621480,0,2.0,1.2727272727272663,85.0,85.0,85.0
3710499,0,2.0,1.2727272727272663,85.0,85.0,85.0
3809810,0,2.0,1.2727272727272663,85.0,85.0,85.0
3907571,0,2.0,1.2727272727272663,85.0,85.0,85.0
4009233,0,2.0,1.2727272727272663,85.0,85.0,85.0
4112430,0,2.0,1.2727272727272663,85.0,85.0,85.0
4234108,0,2.0,1.2727272727272663,85.0,85.0,85.0
4346266,0,2.0,1.2727272727272663,85.0,85.0,85.0
4452557,0,2.0,1.2727272727272663,85.0,85.0,85.0
4539295,0,2.0,1.2727272727272663,85.0,85.0,85.0
4627194,0,2.0,1.2727272727272663,85.0,85.0,85.0
4716395,0,2.0,1.2727272727272663,85.0,85.0,85.0
4796345,0,2.0,1.2727272727272663,85.0,85.0,85.0
4879672,0,2.0,1.2727272727272663,85.0,85.0,85.0
4963110,0,2.0,1.2727272727272663,85.0,85.0,85.0
5051344,0,2.0,1.2727272727272663,85.0,85.0,85.0
5140895,0,2.0,1.2727272727272663,85.0,85.0,85.0
5228756,0,2.0,1.2727272727272663,85.0,85.0,85.0
5316244,0,2.0,1.2727272727272663,85.0,85.0,85.0
5405372,0,2.0,1.2727272727272663,85.0,85.0,85.0
5509706,0,2.0,1.2727272727272663,85.0,85.0,85.0
5599689,0,2.0,1.2727272727272663,85.0,85.0,85.0
5687145,0,2.0,1.2727272727272663,85.0,85.0,85.0
5775654,0,2.0,1.2727272727272663,85.0,85.0,85.0
5872748,0,2.0,1.2727272727272663,85.0,85.0,85.0
5989837,0,2.0,1.2727272727272663,85.0,85.0,85.0
6076201,0,2.0,1.2727272727272663,85.0,85.0,85.0
6163825,0,2.0,1.2727272727272663,85.0,85.0,85.0
6258689,0,2.0,1.2727272727272663,85.0,85.0,85.0
6344396,0,2.0,1.2727272727272663,85.0,85.0,85.0
6439240,0,2.0,1.2727272727272663,85.0,85.0,85.0
6538223,0,2.0,1.2727272727272663,85.0,85.0,85.0
6635973,0,2.0,1.2727272727272663,85.0,85.0,85.0
6725998,0,2.0,1.2727272727272663,85.0,85.0,85.0
6814601,0,2.0,1.2727272727272663,85.0,85.0,85.0
6910593,0,2.0,1.2727272727272663,85.0,85.0,85.0
7004019,0,2.0,1.2727272727272663,85.0,85.0,85.0
7091710,0,2.0,1.2727272727272663,85.0,85.0,85.0
7191324,0,2.0,1.2727272727272663,85.0,85.0,85.0
7287412,0,2.0,1.2727272727272663,85.0,85.0,85.0
7376480,0,2.0,1.2727272727272663,85.0,85.0,85.0
7482204,0,2.0,1.2727272727272663,85.0,85.0,85.0
7578169,0,2.0,1.2727272727272663,85.0,85.0,85.0
7672067,0,2.0,1.2727272727272663,85.0,85.0,85.0
7760076,0,2.0,1.2727272727272663,85.0,85.0,85.0
7852545,0,2.0,1.2727272727272663,85.0,85.0,85.0
7942716,0,2.0,1.2727272727272663,85.0,85.0,85.0
8034858,0,2.0,1.2727272727272663,85.0,85.0,85.0
8126018,0,2.0,1.2727272727272663,85.0,85.0,85.0
8212800,0,2.0,1.2727272727272663,85.0,85.0,85.0
8310263,0,2.0,1.2727272727272663,85.0,85.0,85.0
8398694,0,2.0,1.2727272727272663,85.0,85.0,85.0
8488044,0,2.0,1.2727272727272663,85.0,85.0,85.0
8574444,0,2.0,1.2727272727272663,85.0,85.0,85.0
8668233,0,2.0,1.2727272727272663,85.0,85.0,85.0
8742389,0,2.0,1.2727272727272663,85.0,85.0,85.0
8825996,0,2.0,1.2727272727272663,85.0,85.0,85.0
8915072,0,2.0,1.2727272727272663,85.0,85.0,85.0
9008715,0,2.0,1.2727272727272663,85.0,85.0,85.0
9063596,0,2.0,1.2727272727272663,85.0,85.0,85.0
9121022,0,2.0,1.2727272727272663,85.0,85.0,85.0
9180368,0,2.0,1.2727272727272663,85.0,85.0,85.0
9236448,0,2.0,1.2727272727272663,85.0,85.0,85.0
9306391,0,2.0,1.2727272727272663,85.0,85.0,85.0
9386623,0,2.0,1.2727272727272663,85.0,85.0,85.0
9450618,0,2.0,1.2727272727272663,85.0,85.0,85.0
9530931,0,2.0,1.2727272727272663,85.0,85.0,85.0
9627717,0,2.0,1.2727272727272663,85.0,85.0,85.0
9720597,0,2.0,1.2727272727272663,85.0,85.0,85.0
9807317,0,2.0,1.2727272727272663,85.0,85.0,85.0
9914813,0,2.0,1.2727272727272663,85.0,85.0,85.0
10004475,0,2.0,1.2727272727272663,85.0,85.0,85.0
10094405,0,2.0,1.2727272727272663,85.0,85.0,85.0
10179058,0,2.0,1.2727272727272663,85.0,85.0,85.0
10271653,0,2.0,1.2727272727272663,85.0,85.0,85.0
10359173,0,2.0,1.2727272727272663,85.0,85.0,85.0
10440652,0,2.0,1.2727272727272663,85.0,85.0,85.0
10527011,0,2.0,1.2727272727272663,85.0,85.0,85.0
10615691,0,2.0,1.2727272727272663,85.0,85.0,85.0
10702972,0,2.0,1.2727272727272663,85.0,85.0,85.0
10784007,0,2.0,1.2727272727272663,85.0,85.0,85.0
10883997,0,2.0,1.2727272727272663,85.0,85.0,85.0
10990287,0,2.0,1.2727272727272663,85.0,85.0,85.0
11075406,0,2.0,1.2727272727272663,85.0,85.0,85.0
11161666,0,2.0,1.2727272727272663,85.0,85.0,85.0
11245550,0,2.0,1.2727272727272663,85.0,85.0,85.0
11328567,0,2.0,1.2727272727272663,85.0,85.0,85.0
11412909,0,2.0,1.2727272727272663,85.0,85.0,85.0
11497227,0,2.0,1.2727272727272663,85.0,85.0,85.0
11584164,0,2.0,1.2727272727272663,85.0,85.0,85.0
11671365,0,2.0,1.2727272727272663,85.0,85.0,85.0
11756944,0,2.0,1.2727272727272663,85.0,85.0,85.0
11840969,0,2.0,1.2727272727272663,85.0,85.0,85.0
11929514,0,2.0,1.2727272727272663,85.0,85.0,85.0
12015847,0,2.0,1.2727272727272663,85.0,85.0,85.0
12106837,0,2.0,1.2727272727272663,85.0,85.0,85.0
12199038,0,2.0,1.2727272727272663,85.0,85.0,85.0
12292731,0,2.0,1.2727272727272663,85.0,85.0,85.0
12391960,0,2.0,1.2727272727272663,85.0,85.0,85.0
12478047,0,2.0,1.2727272727272663,85.0,85.0,85.0
12570577,0,2.0,1.2727272727272663,85.0,85.0,85.0
12663617,0,2.0,1.2727272727272663,85.0,85.0,85.0
12764566,0,2.0,1.2727272727272663,85.0,85.0,85.0
12891310,0,2.0,1.2727272727272663,85.0,85.0,85.0
13005465,0,2.0,1.2727272727272663,85.0,85.0,85.0
13107364,0,2.0,1.2727272727272663,85.0,85.0,85.0
13207765,0,2.0,1.2727272727272663,85.0,85.0,85.0
13295746,0,2.0,1.2727272727272663,85.0,85.0,85.0
13389465,0,2.0,1.2727272727272663,85.0,85.0,85.0
13480427,0,2.0,1.2727272727272663,85.0,85.0,85.0
13575668,0,2.0,1.2727272727272663,85.0,85.0,85.0
13660773,0,2.0,1.2727272727272663,85.0,85.0,85.0
13756639,0,2.0,1.2727272727272663,85.0,85.0,85.0
13867636,0,2.0,1.2727272727272663,85.0,85.0,85.0
13990172,0,2.0,1.2727272727272663,85.0,85.0,85.0
14119573,0,2.0,1.2727272727272663,85.0,85.0,85.0
14250072,0,2.0,1.2727272727272663,85.0,85.0,85.0
14357660,0,2.0,1.2727272727272663,85.0,85.0,85.0
14451001,0,2.0,1.2727272727272663,85.0,85.0,85.0
14553959,0,2.0,1.2727272727272663,85.0,85.0,85.0
14647486,0,2.0,1.2727272727272663,85.0,85.0,85.0
14750251,0,2.0,1.2727272727272663,85.0,85.0,85.0
14846799,0,2.0,1.2727272727272663,85.0,85.0,85.0
14926903,0,2.0,1.2727272727272663,85.0,85.0,85.0
15019097,0,2.0,1.2727272727272663,85.0,85.0,85.0
15107202,0,2.0,1.2727272727272663,85.0,85.0,85.0
15192183,0,2.0,1.2727272727272663,85.0,85.0,85.0
15276451,0,2.0,1.2727272727272663,85.0,85.0,85.0
15322717,0,2.0,1.2727272727272663,85.0,85.0,85.0
15362825,0,2.0,1.2727272727272663,85.0,85.0,85.0
15432989,0,2.0,1.2727272727272663,85.0,85.0,85.0
15520469,0,2.0,1.2727272727272663,85.0,85.0,85.0
15606694,0,2.0,1.2727272727272663,85.0,85.0,85.0
15693638,0,2.0,1.2727272727272663,85.0,85.0,85.0
15769775,0,2.0,1.2727272727272663,85.0,85.0,85.0
15869154,0,2.0,1.2727272727272663,85.0,85.0,85.0
15954040,0,2.0,1.2727272727272663,85.0,85.0,85.0
16053109,0,2.0,1.2727272727272663,85.0,85.0,85.0
16165940,0,2.0,1.2727272727272663,85.0,85.0,85.0
16258960,0,2.0,1.2727272727272663,85.0,85.0,85.0
