aruco,151351,,
x,y,z,yaw
0,0,2,0
4,0,2,0
8,0,2,0
12,0,2,0
16,0,2,0
20,0,2,0
16,0,2,0
8,0,2,0
4,0,2,0
0,0,2,0
4,0,2,0
8,0,2,0
12,0,2,0
16,0,2,0
20,0,2,0
16,0,2,0
12,0,2,0
8,0,2,0
4,0,2,0
0,0,2,0
4,0,2,0
8,0,2,0
12,0,2,0
8,8,2,0
